nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp
6272,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6272,2,3,2,12,NA,1,trabaja,2,7,NA,NA,NA,NA,NA
6272,3,1,4,1,NA,2,trabaja,2,9,NA,NA,NA,NA,NA
6272,4,3,2,12,NA,2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6272,5,5,2,12,NA,2,pensionista,NA,NA,NA,NA,NA,NA,NA
6273,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6273,3,4,9,1,"[30, +)",1,trabaja,1,1,NA,NA,NA,220,NA
6273,4,5,2,12,NA,2,jubilado,NA,NA,15000,NA,3,NA,NA
6274,1,1,3,3,"[15, 18)",2,nada,NA,NA,NA,NA,NA,NA,NA
6274,2,3,4,2,NA,1,trabaja,1,1,NA,NA,NA,NA,NA
6274,3,3,2,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6274,5,1,4,3,"[18,21)",2,nada,NA,NA,NA,NA,NA,NA,NA
6274,6,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6275,1,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,3,NA,NA
6275,2,4,4,1,"[30, +)",2,trabaja,2,5,NA,NA,NA,3200,NA
6275,4,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6275,13,1,2,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6275,14,1,NA,4,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
6276,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6276,3,1,4,1,"[30, +)",2,trabaja,2,5,NA,NA,3,1600,NA
6276,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6276,5,1,1,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6277,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6277,2,4,10,1,"[30, +)",2,trabaja,1,2,NA,NA,NA,NA,NA
6277,3,5,7,8,NA,2,jubilado,NA,NA,5000,NA,NA,NA,NA
6277,4,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6279,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6279,2,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,3,1800,5000
6280,1,1,4,3,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
6280,2,3,4,1,NA,2,trabaja,1,1,NA,NA,NA,NA,NA
6280,3,3,4,2,NA,1,trabaja,6,9,NA,NA,NA,NA,NA
6280,4,5,2,8,NA,2,jubilado,NA,NA,5000,NA,NA,NA,NA
6283,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6283,2,5,5,8,NA,2,jubilado,NA,NA,12000,NA,NA,NA,NA
6283,3,1,4,1,"[30, +)",2,trabaja,1,1,NA,NA,3,240,NA
6284,1,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6284,2,4,4,1,"[30, +)",2,trabaja,5,5,NA,NA,1,NA,NA
6285,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6285,2,2,7,1,"[30, +)",2,trabaja,5,5,NA,NA,NA,NA,NA
6285,13,1,1,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6285,14,2,4,2,"[30, +)",1,trabaja,1,1,NA,NA,NA,NA,NA
6286,1,1,4,4,"[12,15)",1,NA,NA,NA,3150,NA,NA,NA,NA
6286,2,4,4,1,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,1800,NA
6286,3,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6288,1,1,4,13,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6288,4,2,4,2,"[30, +)",2,trabaja,4,5,NA,NA,1,NA,NA
6288,13,2,4,1,"[30, +)",1,trabaja,2,6,NA,NA,1,NA,NA
6290,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6290,3,4,7,1,"[30, +)",2,trabaja,1,3,0,0,1,NA,NA
6290,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6290,13,1,NA,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6291,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6291,2,4,10,1,"[30, +)",2,trabaja,1,3,0,0,1,NA,2
6291,5,1,2,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6293,1,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6293,2,3,10,1,"[30, +)",1,trabaja,4,5,0,0,1,NA,2
6293,3,3,10,2,"[30, +)",2,trabaja,2,5,0,0,1,1200,2
6293,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6294,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6294,2,3,10,1,"[30, +)",1,trabaja,4,2,NA,NA,1,NA,NA
6294,3,3,7,2,"[30, +)",2,trabaja,1,3,NA,NA,1,NA,NA
6294,4,1,10,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6295,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6295,2,3,5,1,"[30, +)",1,trabaja,6,3,0,0,1,NA,NA
6295,3,3,4,2,"[30, +)",2,trabaja,2,5,0,0,1,150,2
6295,4,1,4,3,"[18,21)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6295,13,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6296,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6296,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,1,NA,NA
6296,3,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,4,700,NA
6296,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6297,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6297,3,1,4,1,"[30, +)",2,trabaja,2,3,NA,NA,1,1300,NA
6297,5,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6298,1,1,4,99,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6298,3,4,99,99,NA,2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6298,4,1,2,99,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6298,5,1,2,99,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6298,6,4,4,99,"[30, +)",2,trabaja,2,5,NA,NA,NA,NA,NA
6298,13,1,2,99,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6300,1,1,4,13,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6300,2,3,2,1,NA,1,jubilado,NA,NA,4700,NA,2,350,NA
6300,3,3,2,2,NA,2,jubilado,NA,NA,7300,NA,2,NA,NA
6300,4,1,4,13,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6305,1,1,4,3,"[12,15)",1,estudia,NA,NA,3000,NA,1,NA,NA
6305,3,2,5,1,"[30, +)",1,trabaja,2,9,NA,NA,1,NA,NA
6305,5,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,1,840,NA
6305,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6305,7,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6305,8,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6306,1,1,4,7,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6306,2,3,4,1,NA,1,jubilado,NA,NA,4500,NA,1,NA,NA
6306,3,3,9,2,NA,2,trabaja,6,7,NA,NA,1,356,NA
6306,4,1,9,3,"[30, +)",2,trabaja,2,5,NA,NA,1,NA,NA
6306,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6306,6,1,4,3,"[18,21)",2,trabaja,2,5,NA,NA,NA,NA,NA
6309,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6309,2,2,4,2,"[30, +)",1,trabaja,2,8,NA,NA,1,NA,NA
6309,3,2,4,1,"[30, +)",2,trabaja,2,5,3000,NA,1,2044,NA
6309,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6309,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6310,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6310,2,2,4,1,"[30, +)",1,trabaja,1,1,NA,NA,1,250,NA
6310,3,2,4,2,"[30, +)",2,trabaja,2,9,NA,NA,1,NA,NA
6310,4,1,4,3,"[21,30)",2,trabaja,2,5,NA,NA,1,NA,NA
6312,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6312,2,3,4,1,"[30, +)",1,trabaja,2,7,NA,NA,1,NA,NA
6312,3,3,4,2,NA,2,trabaja,4,5,NA,NA,1,NA,NA
6312,5,1,4,5,"[21,30)",1,trabaja,2,5,NA,NA,1,NA,NA
6313,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6313,2,2,4,1,"[30, +)",1,trabaja,2,3,0,0,1,NA,2
6313,3,2,4,2,"[30, +)",2,trabaja,2,9,0,0,1,NA,2
6314,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6314,2,3,5,1,"[30, +)",1,trabaja,2,5,0,0,1,NA,2
6314,3,3,10,2,"[30, +)",2,trabaja,1,3,0,0,1,999999,2
6314,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6318,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6318,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
6318,3,3,2,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,999999,NA
6318,4,1,1,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6318,5,1,NA,3,[0-3),1,NA,NA,NA,NA,NA,NA,NA,NA
6319,1,1,4,3,"[12,15)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6319,2,3,2,1,"[30, +)",1,trabaja,4,9,NA,NA,3,1800,NA
6319,3,3,2,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
6319,5,1,4,3,"[18,21)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6319,6,1,4,3,"[15, 18)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6320,1,1,5,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6320,3,5,2,1,NA,2,t.hogar,NA,NA,3900,NA,2,3000,NA
6320,4,1,5,4,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6320,5,1,5,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6320,6,1,3,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6321,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6321,2,1,2,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,1700,NA
6321,6,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6321,7,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6322,1,1,2,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6322,4,1,4,4,"[18,21)",1,trabaja,2,5,NA,NA,NA,NA,NA
6322,5,1,4,4,"[15, 18)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6322,6,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6322,7,2,2,1,"[30, +)",1,trabaja,2,9,NA,NA,NA,1600,NA
6323,1,1,2,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6323,2,3,2,1,NA,1,trabaja,4,9,NA,NA,1,712,NA
6323,3,3,NA,2,NA,2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6324,1,1,3,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6324,2,3,2,2,NA,1,trabaja,2,9,NA,NA,NA,NA,NA
6324,3,3,2,1,NA,2,pensionista,NA,NA,3600,NA,3,1280,NA
6324,4,1,2,4,"[15, 18)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6324,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6325,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6325,2,3,4,1,"[30, +)",1,trabaja,2,5,NA,NA,3,1200,NA
6325,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6325,4,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6325,5,1,2,8,NA,2,trabaja,5,9,2000,NA,NA,NA,NA
6326,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6326,3,3,4,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6326,4,1,2,5,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6326,5,3,4,1,"[30, +)",1,trabaja,2,3,NA,NA,3,1600,NA
6328,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6328,5,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6328,13,3,4,1,"[30, +)",2,trabaja,2,5,NA,NA,3,2400,NA
6329,1,1,4,1,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6329,7,1,2,4,"[30, +)",1,trabaja,NA,6,NA,NA,NA,NA,NA
6329,4,4,2,10,"[30, +)",2,trabaja,NA,6,NA,NA,NA,NA,NA
6329,5,5,2,99,NA,2,pensionista,NA,NA,4800,NA,NA,NA,NA
6329,6,1,NA,99,"[21,30)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6334,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6334,4,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,2300,NA
6334,5,3,NA,1,"[30, +)",1,trabaja,2,8,NA,NA,NA,NA,NA
6334,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6334,7,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6334,8,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
6335,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6335,2,3,5,1,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
6335,3,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,NA,NA,NA
6335,4,1,7,3,"[21,30)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6336,1,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6336,2,3,4,2,"[30, +)",1,trabaja,2,9,NA,NA,NA,NA,NA
6336,3,3,2,1,"[30, +)",2,desocupado,NA,NA,NA,NA,3,2846,NA
6336,4,3,4,4,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
6336,5,2,4,4,"[18,21)",2,nada,NA,NA,NA,NA,NA,NA,NA
6336,6,1,3,4,"[18,21)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6336,7,1,4,4,"[15, 18)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6336,8,1,3,4,"[15, 18)",1,trabaja,6,9,NA,NA,NA,NA,NA
6336,9,1,4,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6336,10,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6336,13,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6337,1,1,4,4,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6337,2,3,4,2,"[30, +)",1,trabaja,2,7,NA,NA,NA,NA,NA
6337,3,3,2,1,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6337,4,3,4,4,"[21,30)",1,trabaja,2,7,NA,NA,3,2846,NA
6337,5,2,4,4,"[18,21)",2,nada,NA,NA,NA,NA,NA,NA,NA
6337,6,1,3,4,"[18,21)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6337,7,1,4,4,"[15, 18)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6337,8,1,3,4,"[15, 18)",1,trabaja,6,9,NA,NA,NA,NA,NA
6337,9,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6337,10,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6337,13,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6338,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6338,13,3,2,10,"[30, +)",2,trabaja,4,5,2000,NA,3,1600,NA
6338,14,1,2,1,"[30, +)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6338,15,1,1,4,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6339,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6339,2,2,2,1,"[30, +)",2,trabaja,6,5,NA,NA,3,2044,NA
6339,4,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6339,5,1,NA,4,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
6341,1,1,2,4,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
6341,2,5,4,1,NA,2,desocupado,NA,NA,NA,NA,3,1312,NA
6341,3,1,2,4,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6341,5,3,4,4,"[21,30)",2,nada,NA,NA,NA,NA,NA,NA,NA
6341,13,1,2,12,"[15, 18)",1,nada,NA,NA,NA,NA,NA,NA,NA
6342,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6342,2,3,4,1,NA,1,trabaja,2,6,NA,NA,NA,NA,NA
6342,3,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2330,NA
6342,4,5,2,12,NA,2,pensionista,NA,NA,999999,NA,NA,NA,NA
6342,6,1,4,3,"[15, 18)",1,desocupado,NA,NA,NA,NA,NA,NA,NA
6342,7,1,2,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6344,1,1,5,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6344,2,4,2,1,"[30, +)",2,trabaja,2,5,NA,NA,3,1312,NA
6344,3,4,2,4,"[21,30)",2,trabaja,2,5,NA,NA,NA,NA,NA
6344,4,4,2,4,"[21,30)",2,desocupado,NA,NA,NA,NA,NA,NA,NA
6344,5,1,2,7,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6345,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6345,2,2,2,1,"[21,30)",1,trabaja,4,5,NA,NA,NA,NA,NA
6345,3,2,2,2,"[21,30)",2,trabaja,4,5,NA,NA,3,2200,NA
6345,4,1,4,3,"[12,15)",1,NA,NA,NA,NA,NA,NA,NA,NA
6345,5,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6345,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6347,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6347,2,3,6,2,"[30, +)",1,trabaja,1,1,NA,NA,NA,300,NA
6347,3,3,7,1,NA,2,trabaja,1,2,NA,NA,NA,NA,NA
6347,4,1,4,3,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6349,1,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6349,3,5,2,1,"[30, +)",2,pensionista,NA,NA,4800,NA,3,1200,NA
6349,5,1,2,4,"[21,30)",1,trabaja,2,9,NA,NA,NA,NA,NA
6350,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6350,2,1,2,1,"[30, +)",1,trabaja,4,8,NA,NA,NA,NA,NA
6350,4,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6350,5,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6352,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6352,3,1,2,1,"[30, +)",2,trabaja,2,9,NA,NA,3,1800,NA
6352,4,1,2,4,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6353,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6353,2,3,5,1,"[30, +)",1,trabaja,2,4,NA,NA,NA,NA,NA
6353,3,3,4,2,"[30, +)",2,trabaja,2,9,NA,NA,3,1400,NA
6353,4,1,4,5,"[21,30)",1,trabaja,1,1,NA,NA,NA,NA,NA
6353,5,1,4,3,"[18,21)",2,trabaja,4,5,NA,NA,NA,NA,NA
6353,6,1,4,3,"[15, 18)",2,trabaja,2,5,NA,NA,NA,NA,NA
6354,1,1,4,3,"[12,15)",2,NA,NA,NA,NA,NA,NA,NA,NA
6354,2,2,4,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6354,3,2,4,2,"[30, +)",1,trabaja,1,1,NA,NA,NA,NA,NA
6354,4,1,4,3,"[18,21)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6354,5,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6354,13,1,1,3,"[3, 6)",1,NA,NA,NA,NA,NA,NA,NA,NA
6357,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6357,2,3,10,1,"[30, +)",2,trabaja,1,2,NA,NA,NA,NA,NA
6357,3,3,4,2,"[30, +)",1,trabaja,2,5,NA,NA,NA,NA,NA
6357,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6357,5,5,2,8,NA,2,jubilado,NA,NA,3000,NA,NA,NA,NA
6359,1,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6359,2,2,2,2,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
6359,3,2,2,1,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2000,NA
6359,4,1,2,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6359,5,1,2,3,"[18,21)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6359,13,1,NA,3,[0-3),2,NA,NA,NA,NA,NA,NA,NA,NA
6360,1,1,4,5,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6360,2,3,4,1,"[30, +)",1,trabaja,1,1,NA,NA,NA,NA,NA
6360,3,3,4,2,"[30, +)",2,trabaja,1,2,NA,NA,NA,NA,NA
6360,4,1,4,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6360,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6361,1,1,4,3,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6361,2,3,2,1,"[30, +)",1,trabaja,6,9,NA,NA,NA,NA,NA
6361,3,3,2,2,"[30, +)",2,t.hogar,NA,NA,NA,NA,3,2800,NA
6361,4,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6361,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6361,6,3,4,3,"[18,21)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6361,7,1,4,3,"[15, 18)",2,trabaja,6,9,NA,NA,NA,NA,NA
6361,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6361,14,1,1,7,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6362,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6362,2,3,9,2,"[30, +)",2,trabaja,2,5,NA,NA,1,NA,NA
6362,3,3,4,1,"[30, +)",1,trabaja,1,1,NA,NA,1,300,NA
6362,4,1,4,3,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6362,13,1,1,3,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6363,1,1,4,3,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6363,2,2,2,1,"[30, +)",2,trabaja,4,9,NA,NA,3,2500,NA
6363,3,2,2,2,"[30, +)",1,trabaja,1,9,NA,NA,NA,NA,NA
6363,4,1,4,3,"[15, 18)",2,trabaja,1,9,NA,NA,NA,NA,NA
6363,5,1,2,3,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6363,6,1,2,3,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6364,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6364,2,3,2,2,"[30, +)",1,trabaja,6,5,NA,NA,NA,NA,NA
6364,3,3,2,1,"[30, +)",2,trabaja,6,9,NA,NA,3,2159,NA
6364,4,1,4,4,"[15, 18)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6364,5,1,2,5,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6364,13,1,1,5,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6365,1,1,4,4,"[12,15)",2,estudia,NA,NA,NA,NA,NA,NA,NA
6365,3,4,4,1,"[30, +)",2,trabaja,4,5,NA,NA,3,2200,NA
6365,4,1,4,4,"[18,21)",2,trabaja,2,5,NA,NA,NA,NA,NA
6365,13,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6366,1,1,4,4,"[12,15)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6366,3,1,2,1,"[30, +)",2,trabaja,2,5,NA,NA,3,3200,NA
6366,4,1,5,4,"[18,21)",2,t.hogar,NA,NA,NA,NA,NA,NA,NA
6366,5,1,5,4,"[15, 18)",1,trabaja,6,9,NA,NA,NA,NA,NA
6366,6,1,5,4,"[15, 18)",1,estudia,NA,NA,NA,NA,NA,NA,NA
6366,13,1,2,4,"[6,12)",1,NA,NA,NA,NA,NA,NA,NA,NA
6366,14,1,1,4,"[3, 6)",2,NA,NA,NA,NA,NA,NA,NA,NA
6367,1,1,2,3,"[12,15)",1,nada,NA,NA,NA,NA,NA,NA,NA
6367,2,2,2,2,NA,1,trabaja,2,6,NA,NA,NA,NA,NA
6367,3,2,2,1,"[30, +)",2,trabaja,6,9,NA,NA,3,NA,NA
6367,4,1,2,3,"[18,21)",1,trabaja,2,6,NA,NA,NA,NA,NA
6367,5,1,2,3,"[21,30)",1,trabaja,2,6,NA,NA,NA,NA,NA
6367,6,1,2,12,"[6,12)",2,NA,NA,NA,NA,NA,NA,NA,NA
6368,1,1,4,7,"[12,15)",1,t.hogar,NA,NA,NA,NA,NA,NA,NA
6368,4,1,2,1,NA,2,trabaja,6,9,NA,NA,1,1000,NA
6368,6,1,2,4,"[21,30)",1,trabaja,6,9,NA,NA,NA,NA,NA
6368,7,1,2,4,"[21,30)",2,trabaja,6,9,NA,NA,NA,NA,NA
