Fecha;Total Dosis 1;Total Dosis 2;Total Dosis 3;Total Dosis 4;1era Dosis Sinovac;2da Dosis Sinovac;3era Dosis Sinovac;4ta Dosis Sinovac;1era Dosis Pfizer;2da Dosis Pfizer;3era Dosis Pfizer;4ta Dosis Pfizer;1era Dosis Astrazeneca;2da Dosis Astrazeneca;3era Dosis Astrazeneca;4ta Dosis Astrazeneca;Montevideo Dosis 1;Montevideo Dosis 2;Montevideo Dosis 3;Montevideo Dosis 4;Artigas Dosis 1;Artigas Dosis 2;Artigas Dosis 3;Artigas Dosis 4;Canelones Dosis 1;Canelones Dosis 2;Canelones Dosis 3;Canelones Dosis 4;Cerro Largo Dosis 1;Cerro Largo Dosis 2;Cerro Largo Dosis 3;Cerro Largo Dosis 4;Colonia Dosis 1;Colonia Dosis 2;Colonia Dosis 3;Colonia Dosis 4;Durazno Dosis 1;Durazno Dosis 2;Durazno Dosis 3;Durazno Dosis 4;Flores Dosis 1;Flores Dosis 2;Flores Dosis 3;Flores Dosis 4;Florida Dosis 1;Florida Dosis 2;Florida Dosis 3;Florida Dosis 4;Lavalleja Dosis 1;Lavalleja Dosis 2;Lavalleja Dosis 3;Lavalleja Dosis 4;Maldonado Dosis 1;Maldonado Dosis 2;Maldonado Dosis 3;Maldonado Dosis 4;Paysandú Dosis 1;Paysandú Dosis 2;Paysandú Dosis 3;Paysandú Dosis 4;Río Negro Dosis 1;Río Negro Dosis 2;Río Negro Dosis 3;Río Negro Dosis 4;Rivera Dosis 1;Rivera Dosis 2;Rivera Dosis 3;Rivera Dosis 4;Rocha Dosis 1;Rocha Dosis 2;Rocha Dosis 3;Rocha Dosis 4;Salto Dosis 1;Salto Dosis 2;Salto Dosis 3;Salto Dosis 4;San José Dosis 1;San José Dosis 2;San José Dosis 3;San José Dosis 4;Soriano Dosis 1;Soriano Dosis 2;Soriano Dosis 3;Soriano Dosis 4;Tacuarembó Dosis 1;Tacuarembó Dosis 2;Tacuarembó Dosis 3;Tacuarembó Dosis 4;Treinta y Tres Dosis 1;Treinta y Tres Dosis 2;Treinta y Tres Dosis 3;Treinta y Tres Dosis 4;Departamento Sin Datos;5 a 11 Dosis 1;5 a 11 Dosis 2;5 a 11 Dosis 3;5 a 11 Dosis 4;12 a 14 Dosis 1;12 a 14 Dosis 2;12 a 14 Dosis 3;12 a 14 Dosis 4;15 a 19 Dosis 1;15 a 19 Dosis 2;15 a 19 Dosis 3;15 a 19 Dosis 4;20 a 24 Dosis 1;20 a 24 Dosis 2;20 a 24 Dosis 3;20 a 24 Dosis 4;25 a 34 Dosis 1;25 a 34 Dosis 2;25 a 34 Dosis 3;25 a 34 Dosis 4;35 a 44 Dosis 1;35 a 44 Dosis 2;35 a 44 Dosis 3;35 a 44 Dosis 4;45 a 54 Dosis 1;45 a 54 Dosis 2;45 a 54 Dosis 3;45 a 54 Dosis 4;55 a 64 Dosis 1;55 a 64 Dosis 2;55 a 64 Dosis 3;55 a 64 Dosis 4;65 a 74 Dosis 1;65 a 74 Dosis 2;65 a 74 Dosis 3;65 a 74 Dosis 4;+ 75 Dosis 1;+ 75 Dosis 2;+ 75 Dosis 3;+ 75 Dosis 4;Rango Sin Datos
08/08/2021;65;53;14;1;2;7;0;0;61;42;14;1;2;4;0;0;14;21;10;0;0;6;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;2;0;0;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;44;21;0;0;0;0;0;0;0;3;2;0;0;8;13;0;0;4;8;0;0;11;9;2;0;11;9;4;0;11;8;3;0;8;1;1;0;7;1;4;1;2;2;0;0;0
07/08/2021;520;2370;37;5;3;472;0;0;515;1759;37;5;2;139;0;0;226;528;18;5;2;3;0;0;17;330;3;0;0;127;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;7;0;0;31;1007;7;0;75;233;0;0;2;4;0;0;0;3;0;0;1;5;0;0;72;78;0;0;5;1;0;0;52;14;0;0;2;3;0;0;27;22;8;0;7;0;0;0;0;39;596;0;0;97;808;0;0;83;371;4;1;119;132;11;0;72;126;1;0;54;89;3;1;29;44;12;0;14;87;5;3;13;117;1;0;0
06/08/2021;7867;9415;138;5;19;1434;0;1;7845;7808;138;4;3;173;0;0;1945;5025;50;4;359;269;4;0;947;1054;55;0;396;247;0;0;804;356;6;0;29;66;1;0;9;170;0;1;172;106;0;0;164;171;1;0;524;494;9;0;509;203;0;0;187;63;1;0;638;204;1;0;205;123;6;0;123;408;0;0;245;56;2;0;199;241;1;0;380;119;1;0;29;33;0;0;10;0;0;0;0;555;1345;1;0;1754;1796;1;0;1253;2044;5;0;1718;2828;16;0;1047;464;18;1;713;315;31;2;377;189;31;1;232;194;28;1;218;240;7;0;0
05/08/2021;6293;13583;140;5;34;3133;0;0;6256;10278;140;5;3;172;0;0;2012;7065;93;3;37;473;0;0;1237;1314;22;0;27;526;2;1;131;358;0;0;145;123;7;0;10;77;0;0;196;138;0;0;20;106;1;0;442;932;4;1;109;435;1;0;102;90;1;0;420;53;0;0;40;35;0;0;497;272;1;0;506;850;4;0;10;498;0;0;173;157;3;0;166;76;1;0;18;0;0;0;0;438;1771;0;0;1252;2348;1;0;962;968;9;0;1444;4176;14;0;918;2598;30;0;563;791;21;1;329;315;28;1;213;280;27;2;174;336;10;1;0
04/08/2021;5572;10923;327;6;25;4927;1;0;5542;5889;326;6;5;107;0;0;2094;3922;221;6;27;204;7;0;1270;1492;46;0;174;323;0;0;192;316;1;0;46;354;14;0;81;19;0;0;12;243;4;0;35;238;10;0;31;474;8;0;505;311;1;0;21;375;0;0;18;701;2;0;202;628;10;0;659;141;2;0;19;441;1;0;9;133;0;0;153;565;0;0;12;28;0;0;27;0;0;0;0;248;2467;1;0;1078;2585;2;0;933;2153;9;0;1465;1334;45;1;733;943;59;2;500;685;108;0;269;340;64;2;182;212;28;1;164;204;11;0;0
03/08/2021;6721;12499;280;3;23;2801;0;0;6694;9592;280;3;4;106;0;0;2918;4945;181;3;17;337;5;0;1535;1370;38;0;438;362;0;0;29;673;2;0;37;320;23;0;5;7;8;0;8;277;0;0;16;346;5;0;79;956;7;0;627;137;0;0;114;217;0;0;33;365;0;0;72;171;1;0;396;593;1;0;24;399;4;0;284;479;1;0;68;314;2;0;16;229;1;0;8;0;0;0;0;672;4261;1;0;1335;5063;4;0;1181;1458;9;0;1391;565;18;1;826;339;31;0;542;252;37;2;364;198;62;0;202;146;63;0;208;217;55;0;0
02/08/2021;5284;13083;320;4;26;3118;3;0;5256;9941;317;4;2;24;0;0;2574;5302;237;1;17;328;4;0;1783;1756;26;0;23;373;0;0;243;468;0;1;68;321;23;0;1;8;0;0;41;335;0;0;9;229;0;0;55;795;9;2;68;452;1;0;17;232;0;0;18;477;2;0;180;110;5;0;17;785;1;0;20;398;1;0;15;343;2;0;30;213;9;0;103;154;0;0;6;0;0;0;0;304;3599;0;0;1397;5590;1;0;818;1450;6;0;1282;796;10;0;590;602;27;0;430;460;37;0;222;244;65;3;121;147;96;1;119;195;78;0;0
01/08/2021;14;33;15;3;1;6;0;0;12;19;15;3;1;8;0;0;13;28;13;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2;1;2;0;6;10;3;0;3;7;0;0;0;9;4;1;0;1;2;2;2;2;3;0;1;1;0;0;0
31/07/2021;2300;3292;27;6;13;1172;1;0;2285;2102;26;6;2;18;0;0;1844;340;20;6;11;50;0;0;125;541;2;0;10;3;0;0;10;620;0;0;16;5;1;0;3;3;0;0;8;4;0;0;5;9;0;0;37;1104;2;0;131;474;2;0;4;25;0;0;6;4;0;0;49;67;0;0;10;10;0;0;11;6;0;0;1;13;0;0;6;7;0;0;13;7;0;0;0;0;0;0;0;74;76;0;0;669;1808;1;0;366;467;1;0;437;426;5;0;465;175;5;0;161;141;2;0;61;96;5;3;39;56;8;3;28;47;0;0;0
30/07/2021;5528;14257;418;1;66;6573;0;0;5458;7009;418;1;4;675;0;0;2511;7189;343;1;468;414;2;0;1174;2189;40;0;34;235;1;0;18;442;2;0;24;213;6;0;6;47;0;0;25;392;0;0;33;20;0;0;615;408;3;0;70;280;0;0;18;147;4;0;33;428;1;0;146;336;2;0;60;562;6;0;34;311;2;0;90;194;3;0;130;298;3;0;12;140;0;0;39;1;0;0;0;653;1932;0;0;1084;4414;2;0;811;3817;11;0;1426;1366;50;0;542;842;80;0;555;621;82;0;217;334;60;1;123;370;65;0;116;561;68;0;0
29/07/2021;3584;16514;393;11;76;6436;1;0;3502;9361;392;11;6;717;0;0;1158;10114;345;7;17;48;0;0;1236;2788;30;0;24;206;0;0;17;502;0;0;19;158;1;0;80;28;0;0;9;288;1;0;16;138;0;1;511;430;4;3;7;25;1;0;78;36;0;0;20;332;1;0;90;42;5;0;16;551;1;0;19;73;1;0;49;265;0;0;73;400;3;0;92;72;0;0;71;0;0;0;0;462;2582;1;0;515;6038;2;0;398;4656;2;2;1086;964;9;0;586;514;20;0;238;399;69;2;129;323;157;2;75;342;122;5;93;696;11;0;0
28/07/2021;1793;20339;63;9;66;6171;0;0;1724;13565;63;9;3;603;0;0;497;8807;45;6;9;381;0;0;643;2843;7;1;21;402;0;0;26;1006;0;1;12;245;0;0;3;173;0;0;23;380;0;0;18;354;0;0;67;864;3;1;131;796;2;0;12;133;3;0;17;693;0;0;42;650;1;0;25;1090;1;0;23;462;0;0;37;383;0;0;126;473;1;0;22;183;0;0;60;0;0;0;0;327;2993;1;0;527;8779;1;0;141;4451;2;0;290;1647;10;1;168;626;13;0;129;456;13;1;71;370;13;3;60;401;10;4;80;616;0;0;0
27/07/2021;6188;20438;33;8;95;6833;0;0;6082;13116;33;8;11;489;0;0;3402;8012;22;5;42;556;3;0;1536;3849;6;0;98;445;0;0;31;842;0;0;30;304;0;0;20;261;0;0;199;398;0;0;52;452;1;0;119;1035;1;3;62;491;0;0;53;263;0;0;36;561;0;0;111;322;0;0;50;1131;0;0;53;516;0;0;84;457;0;0;55;306;0;0;117;214;0;0;61;0;0;0;0;322;2276;0;0;878;9265;0;0;1129;3090;2;0;1646;1999;4;0;1004;1425;4;0;493;1091;11;3;337;438;6;2;205;363;6;3;174;491;0;0;0
26/07/2021;10626;21606;27;5;188;8445;1;0;10429;12418;26;5;9;743;0;0;3541;7911;19;2;28;340;0;0;2023;3772;2;2;459;317;0;0;487;725;0;0;126;270;0;0;22;302;3;0;51;596;0;0;197;234;0;0;442;926;0;1;98;1207;1;0;221;374;2;0;341;436;0;0;66;499;0;0;700;1217;0;0;799;717;0;0;184;409;0;0;724;931;0;0;65;390;0;0;85;0;0;0;0;883;1784;0;0;1839;8004;1;0;1197;5218;2;0;2423;2238;3;0;1616;1317;6;0;1199;977;6;1;658;622;6;3;434;651;2;1;377;793;1;0;0
25/07/2021;1013;54;14;1;5;4;0;0;1005;40;14;1;3;10;0;0;187;21;11;1;1;0;0;0;793;25;3;0;1;1;0;0;0;1;0;0;1;0;0;0;2;0;0;0;6;3;0;0;1;0;0;0;5;0;0;0;1;1;0;0;3;0;0;0;3;1;0;0;1;0;0;0;3;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;350;2;0;0;305;8;0;0;62;0;0;0;96;11;1;0;73;12;5;0;56;9;1;0;36;8;3;1;24;1;4;0;11;3;0;0;0
24/07/2021;2326;2186;13;4;17;1190;0;0;2304;598;13;4;5;398;0;0;1754;710;11;3;5;332;0;0;139;446;0;1;2;5;0;0;5;7;0;0;3;1;0;0;4;358;0;0;4;3;0;0;1;2;0;0;6;12;2;0;275;69;0;0;13;7;0;0;4;5;0;0;74;125;0;0;7;4;0;0;20;86;0;0;2;6;0;0;2;6;0;0;6;0;0;0;2;0;0;0;0;252;5;0;0;592;231;0;0;401;750;0;0;621;317;2;1;274;167;2;0;90;137;5;0;48;116;3;3;24;160;1;0;24;303;0;0;0
23/07/2021;23622;16289;32;3;146;6313;2;0;23463;9301;29;3;13;675;1;0;4978;4340;20;2;1133;482;0;0;2901;3568;5;0;478;656;0;0;1481;924;2;0;585;91;1;0;296;114;1;0;520;247;1;0;719;277;0;0;1236;1719;1;0;1162;434;0;0;587;191;0;0;1145;403;0;0;1128;392;0;0;1240;704;0;0;1035;481;0;0;1147;203;0;0;1107;820;1;0;696;207;0;0;85;0;0;0;0;2220;250;0;0;6900;4883;0;1;2943;3369;1;0;5171;2664;6;0;2770;1553;0;0;1778;1039;8;0;932;693;4;2;505;717;11;0;402;1121;2;0;0
22/07/2021;13944;13807;21;3;126;5879;1;0;13809;7325;20;3;9;603;0;0;4654;3088;16;3;65;609;0;0;3084;3789;0;0;218;447;0;0;418;432;0;0;52;82;1;0;12;124;0;0;178;130;0;0;52;111;1;0;1188;1761;1;0;95;195;0;0;518;224;0;0;707;398;0;0;61;384;0;0;1796;346;0;0;69;271;1;0;85;361;0;0;560;816;1;0;78;189;0;0;104;0;0;0;0;1090;157;0;0;3366;4153;0;0;2516;2922;2;0;2963;2344;1;0;2288;1141;6;0;715;906;5;1;543;596;6;1;276;610;1;1;186;978;0;0;0
21/07/2021;12378;11495;27;4;184;4481;0;0;12184;6235;27;4;10;779;0;0;4571;3707;20;2;72;471;0;0;3367;2384;1;1;971;117;0;0;124;397;0;0;59;127;0;0;7;89;0;0;123;244;0;0;42;130;0;0;202;1146;3;1;157;385;0;0;45;173;0;0;80;393;0;0;227;368;0;0;2092;339;0;0;55;248;0;0;19;26;0;0;81;600;2;0;49;106;1;0;80;0;0;0;0;535;59;0;0;1962;3453;1;0;1360;2061;0;0;4083;2262;4;0;2768;1007;2;0;696;753;5;1;333;477;8;1;348;566;7;2;293;857;0;0;0
20/07/2021;9967;15980;38;7;116;7139;0;0;9842;8005;38;7;9;836;0;0;4514;4173;25;6;496;1050;1;0;2140;3627;7;1;187;533;0;0;58;583;0;0;41;81;0;0;11;104;0;0;37;73;0;0;36;307;0;0;886;511;4;0;276;1657;0;0;41;376;0;0;45;338;0;0;32;161;1;0;885;861;0;0;45;569;0;0;19;39;0;0;118;741;0;0;71;151;0;0;74;0;0;0;0;365;98;0;0;1669;3553;0;0;1499;2115;2;0;2670;3546;1;0;2102;2369;9;0;985;1463;7;3;360;873;12;1;163;853;7;3;153;1109;0;0;1
19/07/2021;9164;21868;24;9;232;12003;0;0;8923;8941;24;9;9;924;0;0;4547;4782;22;7;78;962;0;0;1903;3507;0;0;55;1127;0;0;45;1831;0;0;36;257;0;0;9;112;0;0;88;512;0;0;30;57;0;0;853;827;1;2;105;454;0;0;76;253;0;0;63;1263;0;0;80;783;1;0;794;1488;0;0;52;1249;0;0;92;640;0;0;160;1212;0;0;70;440;0;0;140;0;0;0;0;161;180;0;0;598;3358;1;0;1464;2730;0;0;2374;4927;3;0;2278;3631;4;0;1352;2976;5;3;392;1510;6;2;250;1141;5;4;295;1415;0;0;0
18/07/2021;33;46;26;2;3;9;0;0;21;33;26;2;9;4;0;0;27;28;21;1;0;8;0;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;4;6;0;0;4;2;1;0;10;11;2;0;10;7;5;0;4;9;10;1;1;1;5;1;0;4;3;0;0;3;0;0;0
17/07/2021;1890;4964;8;2;16;584;0;0;1860;4372;8;2;14;8;0;0;770;2592;6;1;2;11;0;0;774;545;1;0;1;7;0;0;15;279;1;0;2;6;0;0;2;3;0;0;2;7;0;0;3;6;0;0;15;24;0;1;4;8;0;0;0;3;0;0;6;17;0;0;74;595;0;0;65;213;0;0;128;580;0;0;7;22;0;0;8;19;0;0;2;5;0;0;32;0;0;0;0;27;52;0;0;77;1602;0;0;345;576;1;1;694;931;0;0;249;517;2;1;366;471;4;0;81;305;0;0;29;210;1;0;22;300;0;0;0
16/07/2021;13613;35597;33;6;105;4331;0;0;13485;16487;33;6;23;14779;0;0;7225;8978;24;5;110;1047;0;0;2565;9615;1;0;199;1150;0;0;351;988;0;0;70;529;0;0;23;424;0;0;44;632;0;0;41;253;0;0;657;879;1;1;817;1183;3;0;84;928;0;0;59;1326;0;0;98;1827;1;0;173;1939;0;0;571;1386;1;0;234;822;1;0;107;1259;0;0;156;229;1;0;232;0;0;0;0;609;162;0;0;1860;8143;0;0;2061;2812;1;0;4341;4083;2;0;2455;2004;13;1;1241;1554;8;0;470;1595;4;3;282;5882;5;2;294;9362;0;0;0
15/07/2021;18734;28069;37;7;63;131;0;0;18641;9148;37;7;30;18790;0;0;11491;4207;32;5;101;651;0;0;3309;8233;0;0;86;1342;3;0;603;596;1;0;40;157;0;0;17;14;0;0;92;500;0;0;139;125;0;0;882;429;0;2;77;2564;0;0;64;1090;0;0;39;2352;0;0;34;1946;0;0;319;1799;0;0;914;524;0;0;59;122;0;0;170;1096;0;0;246;171;1;0;203;0;0;0;0;2452;29;0;0;4249;1904;0;0;1769;1618;3;0;3302;2674;3;0;2947;967;9;1;2240;811;7;2;752;905;6;3;576;5792;6;1;446;13368;3;0;1
14/07/2021;23112;21205;31;7;177;3337;1;0;22928;17851;30;7;7;17;0;0;9663;7308;21;6;711;505;0;0;4263;3248;3;0;851;247;0;0;529;932;1;0;188;335;0;0;14;374;0;0;535;679;0;0;450;194;0;0;671;519;4;1;766;975;1;0;782;329;0;0;780;811;0;0;555;722;1;0;1075;1561;0;0;981;573;0;0;145;866;0;0;93;727;0;0;50;206;0;0;104;0;0;0;0;810;52;0;0;6791;9499;1;0;5265;2703;2;0;3719;4556;5;1;2849;1604;5;0;2374;1189;6;1;456;650;9;3;362;450;3;2;485;501;0;0;2
13/07/2021;24315;20560;24;2;416;3755;0;0;23892;16791;24;2;7;14;0;0;9455;6993;23;2;751;479;0;0;3834;3263;0;0;1238;316;0;0;902;746;0;0;153;578;0;0;18;393;0;0;513;511;0;0;49;479;0;0;1024;540;0;0;761;741;0;0;183;878;0;0;706;705;0;0;86;386;1;0;1150;982;0;0;1263;840;0;0;1104;366;0;0;1005;928;0;0;96;274;0;0;186;2;0;0;0;530;64;0;0;2656;10165;1;0;5391;1892;1;0;6103;3485;3;0;2883;2007;8;0;4437;1428;6;1;1165;652;4;1;616;414;1;0;532;453;0;0;0
12/07/2021;28649;22988;25;3;181;3770;0;0;28463;19208;25;3;5;10;0;0;8538;8753;19;3;1169;314;0;0;3835;3129;4;0;1288;393;0;0;1306;1150;0;0;868;293;0;0;365;243;0;0;756;293;0;0;591;252;0;0;994;602;0;0;810;1410;0;0;1227;720;0;0;1164;991;0;0;429;911;1;0;972;901;0;0;1179;457;1;0;1350;849;0;0;985;826;0;0;812;430;0;0;82;0;0;0;0;771;60;0;0;3134;9719;0;0;1844;3645;0;0;4733;3483;3;0;4758;1768;2;1;6093;1316;8;1;3467;810;8;1;2147;643;4;0;1698;1544;0;0;1
11/07/2021;52;354;13;0;7;321;0;0;37;31;13;0;8;2;0;0;43;92;10;0;0;1;0;0;6;248;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;3;13;0;0;2;109;1;0;11;89;0;0;9;55;4;0;21;48;1;0;4;18;4;0;1;20;3;0;0;0;0;0;0
10/07/2021;2318;3777;27;1;459;478;0;0;1853;3290;27;1;6;9;0;0;534;2268;23;1;4;3;0;0;369;601;2;0;47;16;0;0;1;6;0;0;0;4;0;0;1;4;0;0;2;4;0;0;7;10;0;0;1079;113;2;0;224;527;0;0;6;3;0;0;5;151;0;0;6;9;0;0;20;16;0;0;3;3;0;0;1;6;0;0;3;8;0;0;6;11;0;0;14;0;0;0;0;629;34;0;0;854;2494;0;0;398;409;3;0;142;341;2;0;107;149;3;0;88;123;7;0;29;80;8;0;25;63;4;1;46;84;0;0;0
09/07/2021;8842;17005;18;1;1059;3469;0;0;7775;13526;18;1;8;10;0;0;5246;8006;14;1;206;165;1;0;1035;2175;0;0;184;237;0;0;283;568;1;0;65;241;0;0;169;289;1;0;101;322;0;0;102;349;0;0;387;619;1;0;64;567;0;0;83;282;0;0;59;567;0;0;98;453;0;0;380;803;0;0;82;458;0;0;229;382;0;0;34;204;0;0;35;307;0;0;11;0;1;0;0;1372;21;0;0;1642;3458;0;0;2114;2898;0;0;2865;4743;2;0;322;1577;4;1;243;1401;4;0;111;833;4;0;74;653;4;0;99;1420;0;0;0
08/07/2021;12230;17673;25;1;2216;5019;0;0;10003;12647;25;1;11;7;0;0;6947;8285;22;0;362;398;0;0;1242;2032;1;1;403;414;0;0;267;705;0;0;117;271;0;0;81;96;1;0;126;280;0;0;122;408;0;0;726;769;1;0;296;672;0;0;60;256;0;0;56;299;0;0;39;325;0;0;280;819;0;0;719;690;0;0;326;595;0;0;27;135;0;0;31;224;0;0;3;0;0;0;0;1757;26;0;0;2185;10042;0;0;738;552;1;0;4004;1012;2;0;2468;1233;3;0;592;1667;7;0;232;1739;7;1;143;888;5;0;111;514;0;0;0
07/07/2021;9582;41739;30;1;3966;30679;1;0;5605;11026;28;1;11;34;1;0;3571;20010;19;1;224;677;0;0;1147;7386;5;0;343;667;0;0;297;820;0;0;402;335;0;0;14;150;0;0;246;462;0;0;261;495;0;0;512;1918;1;0;261;1556;0;0;271;547;3;0;595;660;0;0;550;1209;1;0;111;1836;1;0;254;901;0;0;127;1197;0;0;338;599;0;0;53;312;0;0;7;0;0;0;0;2576;86;0;0;2616;7133;0;0;2139;14163;0;0;779;13965;1;0;573;1820;7;0;431;1673;12;0;185;1237;5;1;99;872;4;0;184;790;1;0;0
06/07/2021;12074;37244;22;2;2566;31527;0;0;9497;5686;22;2;11;31;0;0;4696;18267;20;0;352;544;0;0;1447;7385;0;2;321;519;0;0;637;465;1;0;262;429;0;0;5;48;0;0;269;415;0;0;353;441;0;0;1033;1804;1;0;76;1203;0;0;226;544;0;0;353;643;0;0;178;590;0;0;669;1317;0;0;436;691;0;0;467;775;0;0;120;749;0;0;172;413;0;0;4;0;1;0;0;4467;3;0;0;5062;404;0;0;1422;15172;2;0;358;13662;0;0;201;2100;0;0;179;1896;7;2;149;1433;7;0;93;850;6;0;143;1723;0;0;0
05/07/2021;12552;38369;28;0;2847;32211;1;0;9687;6139;27;0;18;19;0;0;4987;18211;25;0;326;621;0;0;1759;7078;2;0;343;721;0;0;463;555;0;0;330;429;0;0;8;299;0;0;352;418;0;0;222;641;0;0;805;2113;0;0;456;1301;0;0;218;537;0;0;350;654;0;0;136;604;0;0;721;1303;1;0;419;777;0;0;386;894;0;0;131;896;0;0;139;315;0;0;3;0;0;0;0;3748;9;0;0;5629;179;0;0;1670;13370;2;0;607;15155;1;0;354;3231;4;0;275;3028;9;0;136;2277;9;0;72;741;3;0;60;378;0;0;2
04/07/2021;45;1000;2;1;11;904;0;0;17;24;2;1;17;72;0;0;36;298;2;1;0;3;0;0;5;624;0;0;0;2;0;0;1;4;0;0;0;5;0;0;0;2;0;0;0;8;0;0;0;6;0;0;0;7;0;0;0;6;0;0;0;5;0;0;0;8;0;0;3;4;0;0;0;3;0;0;0;1;0;0;0;1;0;0;0;5;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;5;0;0;2;387;1;0;7;488;0;0;24;46;0;0;7;41;1;0;4;19;0;1;0;11;0;0;0;2;0;0;0
03/07/2021;3177;15016;18;1;1065;11588;0;0;2100;3319;18;1;12;109;0;0;325;7657;15;0;5;236;0;0;531;2469;1;0;3;43;0;0;509;611;0;0;14;223;0;0;2;15;0;0;3;40;0;0;24;478;0;0;1181;394;2;0;484;446;0;0;23;34;0;0;5;50;0;1;7;50;0;0;22;1386;0;0;12;507;0;0;15;246;0;0;5;44;0;0;7;87;0;0;0;0;0;0;0;64;1;0;0;1880;46;0;0;460;2218;0;0;424;8398;5;0;126;1565;4;0;96;1806;8;1;72;800;1;0;35;117;0;0;20;65;0;0;0
02/07/2021;12300;42010;29;1;5495;31851;0;0;6794;10144;29;1;11;15;0;0;6936;15226;20;1;242;1055;0;0;1417;7445;4;0;275;996;0;0;363;1879;0;0;205;536;0;0;22;417;0;0;306;735;0;0;25;826;0;0;414;2654;1;0;119;1577;2;0;169;735;0;0;341;981;0;0;299;893;1;0;251;1707;1;0;316;1805;0;0;227;1089;0;0;189;1091;0;0;182;362;0;0;3;0;0;0;0;1896;1;0;0;4364;110;1;0;3872;6440;1;0;947;21076;3;0;432;5150;3;1;370;4764;8;0;196;1949;9;0;125;882;3;0;98;1638;1;0;0
01/07/2021;15435;38212;28;2;6400;30480;1;0;8984;7710;27;2;51;22;0;0;10308;13393;21;2;77;1009;0;0;2249;6274;3;0;217;817;0;0;297;2027;0;0;168;544;0;0;14;471;0;0;216;987;0;0;157;871;0;0;401;2560;3;0;112;1225;0;0;58;617;0;0;266;775;0;0;76;885;0;0;255;1513;0;0;104;1783;0;0;275;985;0;0;139;1049;0;0;45;427;1;0;1;0;0;0;0;2664;2;0;0;6162;63;0;0;4775;4334;0;0;838;22026;3;0;340;5393;2;1;224;3021;9;0;193;967;7;1;123;802;6;0;116;1603;1;0;0
30/06/2021;19369;33585;24;0;6472;30323;0;0;12867;3249;24;0;30;13;0;0;9157;13729;20;0;395;785;0;0;2863;5439;1;0;429;608;0;0;771;1654;1;0;238;400;0;0;171;327;0;0;310;670;0;0;386;599;0;0;896;2057;2;0;487;839;0;0;150;472;0;0;439;679;0;0;580;1058;0;0;823;1073;0;0;472;1320;0;0;420;743;0;0;176;812;0;0;203;319;0;0;5;1;0;0;0;3055;3;0;0;9183;52;0;0;4487;2305;0;0;1504;22590;3;0;408;4061;1;0;289;1604;2;0;210;644;7;0;96;481;9;0;134;1844;2;0;1
29/06/2021;19316;35493;16;0;6951;30943;0;0;12351;4537;16;0;14;13;0;0;8145;15123;11;0;401;843;0;0;3426;5527;2;0;466;812;0;0;862;1596;0;0;323;499;2;0;254;316;0;0;313;803;0;0;464;791;0;0;972;2058;0;0;490;907;0;0;269;523;0;0;447;737;1;0;317;573;0;0;881;994;0;0;471;1366;0;0;457;737;0;0;136;872;0;0;216;409;0;0;13;0;0;0;0;2296;2;0;0;9363;69;0;0;2999;1640;1;0;1912;21906;0;0;1244;4957;1;0;871;2074;6;0;321;658;5;0;143;1091;1;0;167;3095;2;0;1
28/06/2021;18567;35964;16;2;7234;30474;0;0;11322;5460;16;2;11;30;0;0;7417;15336;9;2;357;837;0;0;3337;5149;2;0;323;779;0;0;705;1662;0;0;250;742;0;0;222;316;0;0;335;851;0;0;218;677;0;0;733;2169;5;0;967;897;0;0;314;513;0;0;368;801;0;0;334;614;0;0;823;1023;0;0;422;1259;0;0;430;814;0;0;697;999;0;0;312;509;0;0;20;0;0;0;0;1846;3;0;0;8152;63;0;0;4892;1164;0;0;1429;14699;2;0;717;6532;1;0;585;6226;5;1;359;2079;3;0;272;1884;5;1;314;3314;0;0;0
